1454741172.000000, IBI
20.454061,0.781286
21.422856,0.968794
28.891948,0.812537
29.673233,0.781286
36.907939,0.750034
37.720477,0.812537
38.439260,0.718783
39.220545,0.781286
39.970580,0.750034
40.720614,0.750034
41.533151,0.812537
42.251934,0.718783
43.001968,0.750034
43.705126,0.703157
44.377031,0.671906
44.970809,0.593777
45.502083,0.531274
49.189752,0.734409
49.986663,0.796911
50.736697,0.750034
51.471106,0.734409
57.158866,0.718783
57.987029,0.828163
58.783941,0.796911
59.580852,0.796911
60.424641,0.843789
61.268430,0.843789
62.080967,0.812537
62.815375,0.734409
63.549784,0.734409
64.268567,0.718783
65.002975,0.734409
65.799887,0.796911
66.628050,0.828163
67.409336,0.781286
68.174996,0.765660
68.940656,0.765660
69.737567,0.796911
70.503227,0.765660
71.222010,0.718783
72.003296,0.781286
72.659576,0.656280
73.393985,0.734409
74.097142,0.703157
74.878428,0.781286
75.612836,0.734409
76.378496,0.765660
77.175408,0.796911
77.987945,0.812537
78.800482,0.812537
79.613019,0.812537
80.378679,0.765660
81.159965,0.781286
81.909999,0.750034
82.691285,0.781286
83.441319,0.750034
84.222605,0.781286
85.035142,0.812537
85.816428,0.781286
86.644591,0.828163
87.394625,0.750034
88.191537,0.796911
88.972823,0.781286
89.769734,0.796911
90.566646,0.796911
91.316680,0.750034
92.129217,0.812537
92.879251,0.750034
93.660537,0.781286
94.426197,0.765660
95.176232,0.750034
95.941892,0.765660
96.707552,0.765660
97.473212,0.765660
98.223246,0.750034
98.988906,0.765660
99.738940,0.750034
100.488975,0.750034
101.270261,0.781286
101.989043,0.718783
102.754704,0.765660
103.520364,0.765660
104.301649,0.781286
105.082935,0.781286
105.801718,0.718783
106.551752,0.750034
107.301787,0.750034
108.051821,0.750034
108.770604,0.718783
109.489387,0.718783
110.223795,0.734409
110.989455,0.765660
111.661361,0.671906
112.348893,0.687531
113.036424,0.687531
113.755207,0.718783
114.489616,0.734409
115.130270,0.640654
115.817801,0.687531
116.520959,0.703157
117.239742,0.718783
117.989776,0.750034
118.692933,0.703157
119.396090,0.703157
120.130499,0.734409
120.864908,0.734409
121.630568,0.765660
122.364976,0.734409
123.068133,0.703157
123.786916,0.718783
124.458822,0.671906
125.286985,0.828163
125.880762,0.593777
126.583919,0.703157
127.193322,0.609403
127.865228,0.671906
150.663147,0.750034
151.428807,0.765660
152.225718,0.796911
152.960127,0.734409
153.725787,0.765660
154.444570,0.718783
155.116476,0.671906
155.866510,0.750034
156.507164,0.640654
157.179070,0.671906
157.866601,0.687531
158.507256,0.640654
159.226039,0.718783
159.944822,0.718783
160.741733,0.796911
161.476142,0.734409
162.194925,0.718783
162.960585,0.765660
163.694993,0.734409
164.398150,0.703157
165.132559,0.734409
165.804465,0.671906
166.491996,0.687531
167.179528,0.687531
167.929562,0.750034
168.726474,0.796911
169.460882,0.734409
170.210917,0.750034
171.007828,0.796911
171.789114,0.781286
172.539148,0.750034
173.242305,0.703157
173.945462,0.703157
174.617368,0.671906
175.336151,0.718783
176.070560,0.734409
176.804968,0.734409
177.586254,0.781286
178.351914,0.765660
179.226954,0.875040
179.961363,0.734409
180.680146,0.718783
181.445806,0.765660
182.148963,0.703157
182.867746,0.718783
183.617780,0.750034
184.352189,0.734409
185.070972,0.718783
185.836632,0.765660
186.617918,0.781286
187.367952,0.750034
188.164863,0.796911
188.946149,0.781286
189.727435,0.781286
190.508721,0.781286
191.243129,0.734409
192.055666,0.812537
192.774449,0.718783
193.524484,0.750034
194.243267,0.718783
194.962049,0.718783
195.712084,0.750034
196.493370,0.781286
197.305907,0.812537
198.071567,0.765660
198.868478,0.796911
199.790395,0.921917
200.462301,0.671906
201.118581,0.656280
201.884241,0.765660
202.634276,0.750034
203.399936,0.765660
204.165596,0.765660
209.493965,0.781286
210.290876,0.796911
211.072162,0.781286
211.853448,0.781286
212.681611,0.828163
213.494148,0.812537
214.228556,0.734409
215.056719,0.828163
215.822379,0.765660
216.525537,0.703157
217.291197,0.765660
218.056857,0.765660
218.760014,0.703157
219.494422,0.734409
220.197580,0.703157
220.978865,0.781286
221.666397,0.687531
222.400805,0.734409
223.119588,0.718783
223.900874,0.781286
224.650908,0.750034
225.385317,0.734409
226.104100,0.718783
226.838509,0.734409
227.557292,0.718783
228.213572,0.656280
228.916729,0.703157
229.604260,0.687531
230.260540,0.656280
252.308424,0.328140
252.730319,0.421894
257.918056,0.703157
258.621213,0.703157
262.699525,0.546900
271.903071,0.750034
287.372530,0.703157
288.060061,0.687531
288.716341,0.656280
289.403872,0.687531
290.091404,0.687531
300.294996,0.390643
300.701265,0.406269
301.185662,0.484397
313.998748,0.421894
337.312315,0.718783
340.812476,0.703157
341.500007,0.687531
342.203164,0.703157
342.953199,0.750034
343.640730,0.687531
344.328262,0.687531
345.015793,0.687531
345.718950,0.703157
346.437733,0.718783
358.766423,0.687531
371.423252,0.703157
372.126409,0.703157
372.813941,0.687531
373.532723,0.718783
374.235881,0.703157
374.892161,0.656280
375.548441,0.656280
376.267224,0.718783
376.923504,0.656280
377.579784,0.656280
378.220438,0.640654
