-14,-1,64
-13,-1,62
-16,2,62
-16,2,66
-16,4,65
-19,4,64
-20,2,61
-22,5,65
-29,0,55
-29,-2,63
-23,-2,64
-38,-7,51
-33,-7,58
-46,-8,44
-50,-12,37
-52,-15,31
-55,-19,23
-57,-22,19
-54,-24,19
-53,-25,16
-52,-28,15
-52,-28,14
-48,-30,15
-45,-30,17
-48,-30,12
-52,-32,6
-51,-33,3
-52,-34,-6
-50,-34,-7
-50,-36,-15
-50,-37,-21
-49,-36,-20
-47,-35,-26
-47,-36,-28
-45,-36,-27
-43,-36,-29
-42,-36,-30
-41,-34,-33
-40,-34,-36
-41,-33,-36
-41,-33,-36
-40,-33,-36
-41,-32,-37
-42,-31,-37
-41,-32,-40
-41,-32,-41
-39,-33,-41
-38,-32,-42
-38,-32,-40
-37,-33,-40
-37,-31,-41
-37,-30,-41
-37,-29,-44
-37,-28,-47
-37,-28,-47
-38,-26,-48
-38,-26,-48
-38,-26,-47
-38,-26,-47
-38,-26,-47
-38,-26,-47
-37,-27,-47
-37,-25,-46
-38,-25,-47
-39,-22,-49
-41,-22,-48
-43,-21,-45
-50,-17,-42
-51,-18,-38
-54,-18,-28
-57,-17,-25
-61,-21,-25
-58,-23,-22
-49,-22,-8
-48,-23,-1
-39,-25,10
-33,-23,27
-21,-21,40
5,-18,68
4,-17,70
-30,-13,60
-37,-12,63
-33,-13,61
-20,-10,71
-24,-10,65
-29,-10,60
-27,-10,59
-26,-10,58
-28,-9,59
-30,-8,60
-31,-9,58
-29,-9,59
-30,-7,57
-29,-6,56
-31,-5,57
-32,-5,57
-31,-5,58
-36,-6,58
-35,-7,55
-39,-11,53
-38,-8,56
-36,-12,49
-36,-15,45
-23,-14,53
-29,-12,53
-26,-9,59
-39,-11,44
-22,-3,62
-37,-6,53
-50,-9,43
-36,-9,52
-30,-9,67
-44,-8,61
-42,-14,38
-44,-12,42
-47,-13,36
-42,-11,38
-29,1,58
-37,-7,54
-37,-7,47
-52,-10,48
-43,-8,49
-40,-9,48
-46,-9,47
-39,-8,49
-31,-6,50
-33,-5,49
-29,-4,51
-36,-6,45
-34,-7,51
-31,-8,44
-30,-7,47
-30,-10,40
-18,-6,56
-23,-3,67
-27,-2,61
-30,-2,59
-32,0,63
-23,-4,55
-29,-3,58
-32,0,62
-27,1,57
-27,-1,54
-38,1,49
-35,1,56
-30,6,69
-29,-1,55
-24,-1,54
-29,-8,47
-25,-8,47
-39,-5,59
-39,-4,63
-44,-6,60
-50,-6,58
-39,0,49
-37,7,48
-32,5,51
-33,-2,54
-31,-5,56
-33,-11,55
-33,-13,50
-39,-9,57
-38,-3,52
-40,0,49
-34,5,55
-33,5,54
-31,4,55
-34,3,55
-40,0,54
-39,-3,50
-40,-3,49
-40,-2,49
-39,-1,50
-38,0,52
-39,-1,51
-39,-2,50
-39,-2,51
-39,-2,51
-40,-3,49
-40,-3,50
-40,-2,50
-39,-2,50
-40,-3,49
-39,-2,51
-40,-3,50
-39,-3,49
-39,-2,50
-39,-3,49
-40,-4,49
-40,-3,49
-40,-4,49
-40,-4,49
-41,-5,49
-42,-5,49
-40,-6,49
-41,-6,48
-42,-6,48
-42,-7,46
-42,-6,47
-42,-7,48
-42,-7,47
-42,-8,46
-43,-9,45
-43,-10,46
-44,-11,45
-45,-11,44
-44,-10,45
-44,-9,45
-44,-10,45
-44,-11,45
-44,-11,44
-44,-11,44
-45,-11,44
-45,-11,45
-45,-11,44
-45,-11,44
-46,-11,44
-44,-11,43
-45,-10,43
-45,-11,43
-45,-12,43
-47,-13,43
-46,-12,42
-46,-12,42
-46,-10,42
-46,-10,42
-46,-11,42
-46,-12,42
-47,-12,42
-47,-12,42
-47,-12,41
-47,-11,42
-47,-11,42
-46,-12,41
-47,-13,42
-47,-12,41
-47,-11,42
-47,-11,41
-47,-12,41
-47,-12,40
-47,-12,40
-48,-12,41
-47,-12,40
-48,-12,41
-47,-13,40
-47,-12,41
-47,-12,40
-47,-12,40
-47,-12,40
-47,-12,40
-48,-13,39
-48,-13,40
-48,-12,40
-48,-12,39
-47,-12,39
-48,-12,39
-48,-13,39
-48,-12,40
-48,-12,40
-47,-12,40
-48,-12,40
-47,-12,40
-47,-12,40
-48,-12,40
-48,-13,40
-47,-13,40
-48,-12,40
-48,-12,40
-47,-12,41
-47,-12,40
-48,-13,40
-48,-13,40
-47,-12,40
-48,-14,40
-48,-14,40
-48,-13,39
-48,-12,40
-48,-13,40
-48,-12,39
-48,-13,39
-47,-12,41
-48,-12,39
-47,-12,40
-48,-11,42
-48,-10,40
-46,-8,42
-47,-9,43
-48,-11,39
-48,-10,40
-47,-9,42
-49,-9,41
-47,-9,39
-48,-9,40
-49,-8,40
-47,-8,41
-48,-8,41
-47,-7,41
-46,-7,43
-47,-8,44
-45,-7,45
-45,-6,45
-43,-6,47
-44,-5,48
-45,-2,49
-41,-3,49
-45,-1,51
-50,6,61
-43,2,55
-40,-2,48
-39,-4,49
-32,-9,50
-28,-8,49
-30,-7,42
-32,-6,42
-40,-4,45
-36,-4,46
-39,-2,53
-41,-1,57
-39,-1,58
-34,0,61
-32,1,60
-32,0,50
-31,-1,51
-29,0,50
-34,-1,57
-37,-1,58
-38,-3,54
-37,-3,52
-38,-2,51
-37,-2,52
-37,-1,52
-38,-2,51
-38,-2,51
-38,-3,51
-38,-3,51
-37,-3,52
-37,-3,52
-39,-2,51
-39,-2,51
-38,-2,51
-38,-3,50
-38,-3,50
-39,-3,51
-39,-3,51
-39,-3,50
-39,-3,50
-38,-3,50
-38,-3,51
-37,-2,51
-38,-3,52
-38,-3,51
-38,-3,50
-38,-3,51
-38,-3,51
-39,-3,50
-39,-3,50
-39,-3,51
-38,-4,50
-39,-3,51
-39,-3,50
-39,-3,50
-39,-4,50
-39,-4,50
-39,-4,50
-39,-4,50
-39,-4,50
-39,-4,50
-39,-4,50
-40,-5,50
-39,-4,50
-39,-4,50
-39,-4,50
-40,-4,49
-40,-4,49
-40,-5,50
-40,-4,50
-40,-4,50
-39,-5,50
-39,-5,50
-42,-4,50
-38,-5,50
-39,-5,51
-38,-3,53
-33,-5,52
-40,-5,56
-40,-6,57
-38,-10,54
-40,-12,55
-39,-16,54
-40,-20,51
-39,-24,50
-34,-23,49
-33,-25,49
-33,-24,45
-36,-27,42
-32,-26,41
-28,-27,37
-28,-24,43
-26,-14,49
-40,-7,46
-15,-3,53
-18,-1,53
-32,7,64
-25,2,56
-30,3,60
-28,0,61
-46,-7,56
-33,-11,58
-27,-13,57
-25,-14,62
-31,-13,56
-28,-16,56
-23,-13,60
-24,-12,56
-22,-10,57
-21,-6,59
-17,-6,54
-18,-5,58
-20,-4,57
-21,-10,58
-24,-13,61
-24,-13,61
-24,-14,59
-23,-13,56
-20,-11,62
-21,-13,60
-24,-13,57
-23,-14,57
-25,-13,57
-24,-12,59
-22,-13,58
-22,-13,57
-23,-13,58
-22,-14,58
-23,-12,58
-23,-13,59
-24,-13,57
-25,-13,56
-24,-14,56
-26,-12,57
-25,-15,57
-25,-16,57
-25,-14,57
-25,-14,59
-25,-13,57
-24,-13,56
-25,-14,55
-27,-13,57
-25,-14,57
-25,-14,57
-26,-14,56
-24,-15,56
-23,-16,57
-24,-15,58
-24,-16,57
-24,-15,56
-25,-14,57
-25,-15,56
-25,-15,57
-25,-17,56
-24,-15,57
-25,-15,57
-26,-14,55
-27,-15,56
-24,-15,55
-27,-13,57
-25,-15,56
-27,-12,56
-25,-14,58
-24,-15,57
-25,-13,56
-25,-13,58
-25,-14,56
-26,-14,55
-27,-16,57
-26,-13,56
-26,-13,57
-25,-13,57
-26,-12,59
-25,-15,55
-29,-11,56
-29,-11,55
-26,-11,53
-26,-11,52
-26,-14,57
-25,-15,58
-27,-15,58
-27,-14,57
-25,-14,56
-28,-13,57
-27,-14,56
-26,-16,54
-27,-16,54
-28,-17,55
-27,-18,55
-25,-18,55
-26,-16,56
-26,-16,56
-25,-16,57
-27,-15,57
-27,-17,56
-26,-16,55
-26,-16,55
-26,-16,55
-26,-16,56
-26,-16,56
-27,-17,56
-26,-16,55
-26,-16,55
-27,-16,55
-27,-16,55
-27,-16,56
-26,-16,55
-24,-16,56
-25,-15,56
-29,-17,56
-28,-17,55
-26,-16,55
-26,-17,55
-26,-16,55
-26,-16,56
-26,-16,56
-27,-16,56
-26,-17,55
-24,-17,56
-26,-17,56
-26,-17,56
-27,-17,56
-26,-17,55
-27,-17,55
-26,-16,56
-25,-15,56
-27,-17,55
-26,-18,55
-27,-17,55
-28,-17,55
-28,-16,54
-25,-17,55
-26,-17,55
-26,-17,55
-27,-17,54
-25,-17,57
-26,-17,56
-26,-17,55
-26,-17,55
-25,-17,55
-26,-16,56
-26,-17,56
-26,-17,55
-27,-17,56
-26,-17,56
-25,-16,55
-25,-16,56
-25,-16,56
-25,-16,55
-26,-17,56
-25,-17,56
-25,-17,56
-26,-17,56
-25,-16,56
-25,-17,55
-25,-17,56
-25,-17,56
-26,-17,55
-26,-18,55
-26,-17,54
-26,-16,55
-25,-16,56
-24,-17,55
-26,-17,56
-27,-16,57
-26,-16,57
-26,-17,55
-27,-17,55
-27,-17,56
-26,-18,55
-27,-17,56
-26,-17,57
-24,-17,55
-26,-16,56
-26,-16,56
-24,-17,55
-26,-17,55
-26,-17,55
-26,-17,55
-26,-17,54
-28,-18,56
-27,-18,57
-27,-18,56
-25,-18,55
-27,-18,55
-28,-18,55
-23,-20,54
-26,-20,54
-26,-20,54
-25,-19,54
-25,-19,55
-25,-19,53
-25,-18,54
-27,-18,56
-28,-18,54
-27,-18,54
-27,-18,55
-27,-18,54
-28,-18,55
-26,-18,55
-27,-18,55
-28,-18,53
-28,-18,54
-28,-18,54
-29,-18,53
-28,-17,53
-28,-17,55
-29,-16,55
-28,-16,55
-29,-16,55
-28,-16,55
-28,-16,55
-28,-16,54
-28,-16,55
-29,-16,54
-29,-17,55
-28,-16,55
-29,-16,54
-29,-17,54
-28,-17,54
-29,-17,54
-28,-17,54
-28,-17,54
-29,-17,54
-28,-17,54
-29,-17,54
-29,-16,54
-29,-16,55
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,55
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-28,-16,55
-29,-17,54
-28,-16,54
-29,-16,54
-29,-16,55
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,55
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,55
-29,-16,54
-29,-16,54
-29,-16,55
-29,-16,54
-29,-16,55
-29,-15,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-16,54
-29,-15,54
-29,-15,54
-31,-17,56
-29,-15,54
-30,-15,54
-30,-15,54
-30,-15,54
-30,-16,55
-29,-16,54
-29,-15,54
-30,-15,54
-30,-16,54
-30,-16,54
-30,-16,54
-30,-16,54
-29,-15,55
-29,-15,54
-29,-15,55
-29,-15,55
-29,-15,54
-29,-16,54
-29,-16,54
-30,-16,53
-29,-15,54
-29,-15,55
-30,-15,55
-29,-14,53
-29,-14,54
-27,-14,55
-29,-14,55
-28,-13,56
-27,-13,56
-28,-14,55
-27,-13,56
-27,-13,56
-28,-13,56
-28,-13,56
-28,-13,56
-28,-13,56
-28,-13,55
-28,-13,54
-29,-13,56
-27,-14,56
-29,-13,55
-27,-13,56
-29,-13,55
-30,-13,55
-26,-12,58
-27,-13,57
-28,-13,56
-26,-13,57
-27,-14,56
-27,-14,56
-26,-14,56
-26,-15,55
-27,-14,55
-23,-14,58
-25,-15,57
-26,-14,56
-27,-15,55
-26,-14,56
-26,-15,56
-27,-15,55
-24,-16,55
-25,-15,55
-25,-16,55
-24,-17,55
-26,-14,55
-27,-11,58
-25,-12,59
-30,-10,56
-30,-10,58
-30,-10,56
-28,-10,57
-27,-12,57
-27,-13,56
-26,-12,57
-27,-11,57
-26,-12,57
-27,-12,56
-27,-12,56
-27,-13,57
-27,-12,57
-27,-12,57
-27,-12,56
-27,-13,56
-27,-12,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-12,57
-27,-12,57
-28,-13,56
-27,-13,57
-27,-13,56
-27,-13,56
-27,-13,55
-27,-13,56
-27,-13,56
-27,-14,55
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,57
-27,-13,57
-27,-13,56
-27,-13,55
-27,-13,56
-27,-13,56
-27,-13,57
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,57
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,55
-27,-13,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-13,56
-26,-13,57
-26,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-28,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-28,-14,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,55
-27,-14,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-13,56
-28,-13,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,55
-27,-14,56
-27,-14,56
-28,-14,56
-27,-14,55
-27,-14,56
-27,-14,56
-27,-14,56
-27,-13,56
-27,-14,56
-28,-14,56
-28,-14,56
-28,-14,55
-27,-14,56
-28,-14,55
-27,-14,56
-27,-13,56
-27,-14,56
-28,-14,56
-28,-14,56
-27,-14,55
-28,-13,56
-27,-14,55
-28,-14,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-14,56
-28,-14,56
-27,-14,56
-27,-14,56
-27,-14,56
-27,-14,55
-28,-14,55
-28,-14,56
-27,-14,56
-28,-13,56
-28,-14,55
-28,-14,56
-27,-14,56
-27,-14,56
-28,-14,56
-27,-14,56
-28,-14,56
-27,-14,55
-28,-14,55
-28,-14,56
-27,-14,56
-27,-14,56
-28,-14,56
-28,-14,56
-28,-14,55
-27,-14,56
-27,-14,56
-28,-14,55
-28,-14,56
-27,-14,56
-28,-14,55
-28,-14,55
-27,-14,56
-27,-14,56
-28,-14,55
-28,-14,55
-28,-14,56
-28,-13,56
-28,-13,56
-28,-13,56
-28,-14,55
-28,-13,56
-27,-13,56
-28,-14,56
-28,-14,56
-28,-14,55
-28,-15,54
-28,-14,55
-28,-14,55
-28,-14,56
-28,-14,56
-28,-14,55
-28,-14,55
-28,-14,56
-28,-13,56
-28,-14,55
-28,-14,56
-28,-14,56
-28,-14,56
-28,-14,55
-28,-14,55
-28,-14,55
-28,-14,56
-28,-14,55
-28,-14,55
-28,-14,55
-28,-14,55
-28,-14,55
-28,-13,55
-28,-13,56
-28,-14,56
-28,-14,55
-28,-14,55
-28,-13,56
-27,-13,56
-27,-13,56
-28,-14,56
-28,-13,55
-28,-13,56
-28,-14,55
-28,-13,56
-28,-13,56
-27,-14,56
-27,-14,56
-28,-13,56
-28,-13,56
-28,-13,55
-27,-13,55
-27,-13,56
-28,-14,56
-27,-13,56
-28,-13,56
-27,-14,56
-27,-14,56
-28,-14,56
-29,-15,54
-27,-14,56
-27,-14,57
-26,-13,57
-25,-13,56
-28,-14,56
-28,-15,55
-27,-15,54
-29,-17,53
-29,-17,54
-28,-15,55
-25,-16,55
-26,-16,55
-25,-16,56
-26,-16,56
-27,-15,56
-27,-15,56
-26,-15,57
-26,-17,55
-27,-15,55
-28,-14,55
-28,-15,54
-27,-16,54
-27,-16,55
-29,-15,56
-27,-16,55
-27,-16,54
-26,-15,57
-25,-15,56
-30,-14,56
-27,-16,57
-29,-16,54
-28,-16,53
-27,-16,55
-31,-14,54
-30,-14,53
-31,-13,57
-23,-15,60
-27,-14,56
-25,-13,56
-29,-13,54
-29,-15,55
-30,-16,53
-25,-17,56
-23,-17,55
-30,-13,56
-27,-14,56
-28,-14,56
-29,-16,56
-27,-16,55
-25,-17,58
-25,-18,55
-27,-15,52
-32,-14,52
-31,-11,56
-30,-13,58
-31,-15,55
-27,-15,54
-24,-15,56
-29,-16,54
-27,-16,55
-26,-16,56
-27,-16,55
-28,-16,56
-29,-16,55
-28,-16,55
-28,-16,55
-27,-15,55
-31,-15,55
-25,-16,57
-26,-17,54
-27,-18,54
-26,-19,54
-28,-16,53
-24,-17,54
-30,-13,59
-28,-12,57
-24,-13,57
-34,-12,50
-32,-13,56
-23,-18,56
-25,-18,56
-27,-20,54
-25,-19,53
-25,-16,58
-22,-15,58
-25,-14,58
-31,-14,48
-25,-13,55
-35,-8,62
-28,-14,55
-29,-14,55
-30,-14,57
-28,-15,53
-26,-16,57
-26,-16,56
-26,-16,55
-23,-16,57
-24,-17,57
-24,-16,57
-27,-15,56
-27,-15,56
-25,-15,55
-26,-16,55
-26,-15,56
-27,-15,57
-25,-15,57
-26,-15,56
-26,-15,55
-27,-14,56
-26,-15,57
-27,-15,56
-25,-15,56
-27,-15,55
-26,-16,56
-26,-15,56
-28,-15,56
-27,-16,55
-27,-17,54
-27,-16,55
-27,-16,55
-27,-16,55
-26,-15,56
-27,-16,56
-27,-16,55
-27,-16,56
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,56
-27,-16,56
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,56
-27,-16,55
-27,-16,56
-27,-16,56
-27,-16,56
-27,-16,55
-27,-16,56
-27,-16,55
-27,-17,54
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-26,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,56
-26,-16,56
-27,-16,56
-27,-16,55
-27,-16,55
-27,-16,56
-26,-16,55
-26,-16,56
-26,-16,56
-27,-16,56
-27,-16,55
-28,-16,54
-27,-16,55
-27,-16,55
-27,-16,56
-27,-16,55
-27,-16,55
-27,-17,55
-25,-17,57
-28,-15,54
-32,-14,53
-22,-13,56
-28,-14,51
-28,-16,56
-30,-16,55
-30,-16,55
-29,-15,55
-28,-15,55
-28,-16,53
-28,-16,55
-27,-16,56
-27,-15,56
-27,-15,55
-28,-15,55
-27,-16,56
-28,-15,55
-27,-15,56
-26,-16,55
-27,-15,55
-27,-15,56
-27,-15,55
-27,-15,55
-27,-14,56
-27,-15,56
-27,-15,56
-27,-15,55
-26,-16,56
-27,-16,54
-27,-16,55
-28,-15,55
-28,-15,55
-27,-15,55
-27,-15,56
-27,-15,56
-27,-15,55
-27,-16,55
-27,-15,55
-28,-16,55
-28,-17,54
-28,-15,54
-28,-15,56
-28,-15,55
-29,-15,55
-27,-15,56
-27,-16,55
-27,-17,55
-26,-15,56
-26,-14,54
-26,-16,56
-25,-17,56
-26,-14,57
-26,-14,57
-26,-14,57
-27,-14,57
-26,-14,56
-26,-14,57
-26,-15,56
-29,-15,56
-28,-15,56
-27,-15,57
-26,-16,54
-28,-16,54
-28,-16,55
-28,-16,55
-27,-17,54
-26,-17,54
-26,-16,55
-28,-16,55
-28,-16,55
-27,-16,55
-27,-16,55
-25,-17,54
-27,-16,55
-27,-17,54
-27,-17,54
-28,-15,56
-29,-13,58
-28,-13,56
-27,-15,56
-27,-16,56
-27,-16,54
-27,-17,54
-27,-16,55
-29,-15,54
-28,-15,55
-28,-16,55
-27,-16,55
-27,-16,56
-27,-15,56
-27,-15,55
-27,-15,56
-27,-16,56
-27,-16,55
-27,-16,55
-27,-16,55
-27,-16,55
-25,-16,56
-25,-16,57
-24,-16,57
-25,-15,58
-24,-14,60
-25,-15,57
-25,-17,50
-40,-16,48
-38,-19,45
-38,-19,46
-36,-19,48
-37,-19,47
-33,-17,51
-32,-17,52
-35,-18,50
-34,-18,51
-37,-18,50
-41,-17,47
-40,-17,48
-39,-18,46
-40,-18,45
-37,-18,49
-35,-18,49
-51,-28,40
-43,-18,47
-31,-18,50
-43,-20,44
-43,-19,44
-41,-18,45
-40,-19,45
-40,-20,45
-41,-20,43
-41,-20,44
-42,-21,43
-42,-21,43
-36,-19,50
-38,-21,46
-41,-21,43
-39,-18,45
-40,-19,44
-41,-20,44
-41,-21,46
-41,-20,45
-41,-19,44
-39,-20,47
-40,-21,43
-44,-22,40
-45,-22,40
-45,-23,38
-38,-20,46
-40,-17,48
-39,-18,49
-37,-21,46
-31,-19,52
-27,-21,50
-32,-23,46
-21,-21,54
-23,-21,53
-25,-18,55
-23,-18,57
-25,-17,60
-24,-16,59
-25,-16,58
-25,-16,58
-25,-17,56
-25,-17,56
-24,-17,56
-26,-18,55
-26,-17,55
-26,-17,54
-28,-17,54
-27,-17,55
-27,-16,55
-27,-16,55
-27,-16,56
-27,-15,57
-26,-15,57
-26,-16,56
-27,-16,56
-27,-16,54
-28,-17,55
-27,-16,55
-28,-15,55
-28,-15,55
-27,-16,55
-27,-16,55
-27,-16,56
-27,-15,56
-27,-15,55
-28,-16,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-27,-15,55
-27,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,56
-28,-15,55
-28,-15,55
-28,-15,55
-27,-16,55
-28,-16,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,54
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-16,55
-28,-15,55
-28,-15,55
-27,-15,55
-28,-16,55
-28,-15,55
-27,-15,55
-28,-15,54
-28,-14,55
-28,-14,56
-29,-13,56
-28,-13,57
-28,-14,56
-27,-14,56
-27,-14,56
-27,-14,56
-28,-14,55
-28,-14,55
-28,-14,55
-28,-15,55
-28,-15,55
-28,-14,55
-28,-14,55
-28,-15,55
-28,-15,55
-28,-15,56
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,54
-27,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
